BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Prob,Score,CCCD,Tên,HDV
0,17400,45861.0,61256.0,DebtCon,Other,7.0,0.0,0.0,132.01922665,3.0,48.0,30.186567466,0.02468672970567,742,714784766641,Bùi Văn Hùng,066528
0,20600,35530.0,105838.0,HomeImp,Other,7.0,0.0,0.0,106.162918,0.0,15.0,32.093866518,0.0510779965947496,714,809449488847,Huỳnh Hải Sơn,195084
0,9300,46466.0,57182.0,DebtCon,Other,2.0,0.0,0.0,100.05186621,0.0,20.0,38.444317985,0.0277435543148944,737,924439742532,Phan Đức Phương,295114
0,20500,59969.0,90311.0,DebtCon,Office,5.0,,,151.57534173,,15.0,36.50493346,0.0056613379339361,795,55120626722,Nguyễn Thị Linh,749142
0,9800,49298.0,73426.0,HomeImp,Office,9.0,3.0,1.0,242.38901624,1.0,29.0,34.690361253,0.3189285714285714,636,902306080071,Đặng Hồng Cường,476588
0,17600,71366.0,87862.0,DebtCon,Office,5.0,0.0,0.0,116.79668509,0.0,20.0,23.400137117,0.001359674650755,847,455700921624,Nguyễn Hồng Thảo,068674
0,15000,84832.0,107207.0,HomeImp,Other,19.0,0.0,0.0,124.45053234,4.0,23.0,28.558183481,0.0035177292565947,813,344003009244,Trần Văn Vân,594923
0,37800,31214.0,58282.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,34.226189581,0.028704360155973,736,435705490294,Hoàng Minh Lan,333004
1,18400,88352.0,110216.0,HomeImp,Other,1.0,0.0,0.0,376.72364282,3.0,31.0,47.830671133,0.852054609278702,546,460742554906,Bùi Hải Linh,088464
0,36500,114350.0,164159.0,DebtCon,Other,,0.0,0.0,245.52325495,3.0,13.0,37.071332797,0.0110680397992853,771,611214497113,Trần Thị Sơn,507390
0,15300,22079.0,168281.0,HomeImp,Self,8.0,0.0,0.0,301.4910256,0.0,27.0,27.771122696,0.0019567706277029,834,519928942195,Trần Đức Linh,007875
1,15500,54653.0,73117.0,DebtCon,Other,13.0,,,,,,29.541850912,0.4934915758211821,610,521429716341,Hoàng Thùy Phương,072072
0,10500,47483.0,53877.0,DebtCon,,9.0,0.0,0.0,117.05239472,0.0,26.0,21.446281709,0.0514828475762369,714,468273564781,Huỳnh Hải Anh,407130
0,18400,65519.0,89276.0,DebtCon,Other,0.0,1.0,2.0,123.09855199,2.0,26.0,36.354203237,0.1046282808712398,686,44485719144,Hoàng Thu Phương,626336
0,22100,,65192.0,HomeImp,Office,9.0,0.0,0.0,128.1567931,1.0,4.0,18.882955601,0.011596404447978,769,880618369695,Đặng Minh Thảo,367718
0,23900,55284.0,92305.0,DebtCon,Other,7.0,0.0,0.0,241.08364933,1.0,19.0,37.479757124,0.0031324712892683,817,821066186099,Lê Hồng Hà,064342
1,7000,,96783.0,HomeImp,Other,20.0,,,,,,40.730315337,0.5903253686970308,596,535600302249,Vũ Hồng Lan,583880
1,22400,15765.0,40456.0,HomeImp,Other,0.0,1.0,3.0,117.66666667,0.0,12.0,,0.6414285714285715,588,584779169308,Huỳnh Thu Thảo,476583
0,20000,129682.0,180746.0,,Mgr,24.0,,4.0,322.20025857,0.0,27.0,30.891171386,0.0342857142857142,729,372198653942,Nguyễn Thùy Vân,126878
0,21500,67377.0,86502.0,DebtCon,Office,5.0,,,158.64070667,,15.0,37.754842589,0.0150843973680702,760,367214784721,Vũ Quốc Dũng,477168
0,24400,95843.0,123377.0,DebtCon,Self,2.0,0.0,0.0,201.97675616,1.0,26.0,32.903468132,0.0089509516614209,779,418581465861,Đặng Đức Bình,978286
1,15000,,74750.0,DebtCon,,,,,,,,,0.1067848221101519,686,872094562509,Lê Thị Bình,482142
0,26500,145393.0,187324.0,HomeImp,Self,3.0,0.0,0.0,194.22774484,1.0,16.0,40.854864993,0.0082655541307502,782,697449456898,Bùi Thị Thảo,088958
0,9900,84920.0,201713.0,HomeImp,Self,13.0,0.0,0.0,3.0443841399,,8.0,21.05764132,0.0063628495610761,791,958845300489,Phạm Hồng Thảo,820918
0,26300,94916.0,127526.0,DebtCon,ProfExe,0.0,0.0,0.0,195.84762449,2.0,37.0,36.018495649,0.0351974129219682,728,2484474071,Bùi Hồng Hà,525229
0,27000,23160.0,58074.0,DebtCon,Other,36.0,0.0,0.0,275.84323074,1.0,24.0,40.133220412,0.0017422299806123,838,493244604980,Trần Văn Phương,758719
0,25700,50800.0,85000.0,DebtCon,Other,23.0,1.0,2.0,184.26666667,1.0,20.0,,0.1198348080117678,681,611644668729,Phan Thị Dũng,832466
0,6400,57887.0,74776.0,HomeImp,Mgr,3.0,0.0,1.0,126.32864372,0.0,22.0,28.756345434,0.0229342765450473,744,506661370300,Phạm Quốc Mai,569976
0,28300,130028.0,178918.0,DebtCon,Mgr,2.0,,,113.94263886,,39.0,33.440161627,0.0064801664891491,790,84241462895,Bùi Minh Lan,609987
0,12700,60122.0,93741.0,DebtCon,Other,0.0,0.0,0.0,38.334923849,1.0,3.0,42.109347732,0.0479783886463227,717,737714369055,Huỳnh Minh Anh,482251
0,7200,62329.0,78007.0,DebtCon,ProfExe,8.0,0.0,0.0,55.35880309,1.0,23.0,38.640277109,0.0458901632231482,718,702623864232,Nguyễn Thu Linh,568339
0,53900,,91309.0,HomeImp,Other,,0.0,0.0,349.79574811,0.0,6.0,22.061329914,0.0117946694418043,769,799486766912,Trần Quốc Thảo,682969
0,6800,78292.0,86959.0,DebtCon,,3.0,,,,,,18.927211638,0.0316623192290051,732,561999192522,Bùi Xuân Dũng,209334
1,12400,57105.0,74582.0,DebtCon,Other,12.0,0.0,0.0,134.03176787,0.0,20.0,36.925736414,0.5109212553220878,607,513710895574,Huỳnh Hải Phương,275009
0,41500,97536.0,158739.0,DebtCon,Other,13.0,,1.0,212.77443455,3.0,31.0,42.301907236,0.0245134489891454,742,955292763957,Vũ Đức Bình,542273
1,7000,74500.0,81600.0,HomeImp,ProfExe,2.0,2.0,0.0,340.9,0.0,29.0,,0.5901166426166427,596,988263805110,Huỳnh Quốc Bình,614217
1,40900,217000.0,290000.0,DebtCon,ProfExe,30.0,1.0,0.0,230.26666667,2.0,25.0,,0.3321150630289703,634,862206195974,Bùi Hải Hùng,972418
0,5300,97132.0,117343.0,HomeImp,Office,22.0,0.0,0.0,109.93390789,1.0,11.0,35.8385427,0.0255317647815449,740,548919663171,Huỳnh Văn Quyên,835248
1,14000,,,HomeImp,Other,17.0,0.0,7.0,184.61319091,0.0,12.0,18.194280421,0.6685714285714286,584,931615224998,Nguyễn Hải Thảo,582364
1,15500,82054.0,104627.0,DebtCon,Sales,3.0,0.0,0.0,9.0485150864,1.0,35.0,60.645756259,0.8519778549717759,546,815319769959,Huỳnh Thùy Vân,945532
1,50200,197770.0,271676.0,DebtCon,Mgr,16.0,0.0,0.0,146.86254129,1.0,20.0,42.926580203,0.7431615887994426,571,443583619052,Phan Thu Bình,366703
0,23100,133867.0,174105.0,,Mgr,26.0,,3.0,332.40983989,0.0,28.0,30.768637688,0.0942857142857142,691,382191002289,Trần Thu Thảo,017329
0,40000,145351.0,208657.0,HomeImp,ProfExe,3.0,0.0,0.0,153.82654377,0.0,31.0,36.099926976,0.0107495593777951,772,180354854064,Đặng Thị Thảo,118846
0,22100,45993.0,67208.0,DebtCon,Other,8.0,0.0,1.0,60.457004767,2.0,18.0,34.780920331,0.4421152750581192,617,20527802022,Phan Thu Lan,480273
1,30100,92249.0,,HomeImp,Office,2.0,1.0,0.0,180.68015364,0.0,21.0,31.089120287,0.639680229065136,588,987361392562,Đặng Xuân Cường,468434
1,18300,60100.0,82506.0,DebtCon,ProfExe,10.0,3.0,1.0,171.46666667,2.0,64.0,,0.5185714285714286,606,465042729769,Huỳnh Văn Sơn,604441
0,13700,73600.0,92000.0,DebtCon,ProfExe,9.0,1.0,2.0,347.96666667,,42.0,,0.1645454545454545,668,789138536700,Vũ Hải Bình,016941
1,2300,37626.0,46200.0,HomeImp,Other,3.0,0.0,1.0,122.26666667,1.0,14.0,,0.7651348396501458,566,845782503731,Phan Văn Hùng,236370
1,16600,42259.0,,DebtCon,Other,1.5,1.0,3.0,209.96666667,0.0,20.0,,0.5145027419678369,607,62656826960,Đặng Thị Hùng,107507
0,7400,72739.0,91425.0,DebtCon,ProfExe,3.5,0.0,0.0,128.83333333,0.0,26.0,,0.0060469668868382,793,188533248301,Đặng Thu Tú,705781
0,8600,42380.0,60733.0,DebtCon,Mgr,3.0,0.0,0.0,199.29314197,0.0,22.0,28.434342078,0.0156409177544086,758,393449532166,Phan Thu Mai,831191
0,10100,47426.0,68820.0,DebtCon,Other,16.0,0.0,4.0,220.7609123,0.0,36.0,24.01951269,0.0587465146241563,709,221772162598,Huỳnh Minh Linh,306347
0,10500,88829.0,114962.0,DebtCon,Other,13.0,0.0,0.0,206.21222804,3.0,15.0,37.864946214,0.0023020106125917,828,675391457461,Trần Đức Vân,703370
0,5700,28116.0,33450.0,DebtCon,Other,0.0,1.0,0.0,15.396587392,9.0,7.0,30.017013296,0.0142857142857142,762,128221359632,Phạm Thùy Linh,763182
0,12700,30061.0,58714.0,,Other,29.0,0.0,0.0,230.8801537,0.0,19.0,20.637917598,0.0018501876488045,836,345591179113,Lê Văn Linh,667588
1,10200,29581.0,39992.0,DebtCon,Self,3.0,0.0,0.0,149.87462567,2.0,26.0,43.197242061,0.8212612604663663,554,556508424531,Nguyễn Minh Quyên,379547
1,8200,87979.0,94854.0,HomeImp,ProfExe,10.0,0.0,0.0,108.47902378,3.0,19.0,41.270682597,0.6117430870036804,593,851156765896,Bùi Hải Lan,638791
0,22900,41174.0,86851.0,HomeImp,Other,25.0,0.0,0.0,267.13260885,0.0,7.0,24.380389513,0.0005947366960968,850,297690636582,Huỳnh Hải Thảo,877953
0,19100,22094.0,61820.0,HomeImp,ProfExe,5.0,0.0,0.0,201.13547773,0.0,13.0,28.888876198,0.0259884813526927,740,214455931581,Trần Quốc Hùng,033738
0,22000,70139.0,95042.0,DebtCon,Other,2.0,0.0,0.0,97.908582906,2.0,29.0,32.524528239,0.0071986775569665,787,221482958819,Lê Thị Linh,655791
0,10500,57372.0,67960.0,DebtCon,ProfExe,1.5,0.0,0.0,158.26666667,2.0,35.0,,0.0807102349829471,697,65535358326,Phạm Thùy Mai,696845
0,23000,,56390.0,DebtCon,Other,,0.0,1.0,314.27371253,0.0,19.0,37.74372511,0.0144172307727844,761,615760332003,Lê Thị Cường,759573
0,17000,27088.0,166437.0,HomeImp,Self,7.0,0.0,0.0,306.67417105,0.0,27.0,26.156717881,0.0021510965236653,830,704150561650,Phạm Hồng Cường,549898
0,15900,42623.0,66458.0,DebtCon,ProfExe,4.0,0.0,0.0,146.82789245,1.0,12.0,30.289129835,0.0080823802371631,782,699180496606,Đặng Văn Quyên,457862
0,22800,52760.0,81362.0,,,,,,,,,38.024677319,0.0783699389006043,698,339376068844,Vũ Thu Bình,102181
1,25600,46000.0,80000.0,DebtCon,Other,,0.0,0.0,135.9,2.0,19.0,,0.0905949531529514,692,660576545181,Trần Đức Sơn,546439
1,7500,,,HomeImp,Other,21.0,,,158.9,1.0,21.0,,0.1289509724748268,678,115691529245,Nguyễn Thu Bình,009824
0,20700,41000.0,65000.0,DebtCon,Other,26.0,0.0,0.0,305.26666667,3.0,32.0,,0.044135000959472,720,822001871554,Bùi Minh Vân,544437
0,3800,51180.0,63459.0,HomeImp,Office,20.0,0.0,0.0,203.75153358,0.0,20.0,20.067042051,0.0442937399678972,720,434676454771,Phạm Thùy Lan,109474
0,12500,83924.0,100114.0,HomeImp,ProfExe,0.0,0.0,0.0,71.304197606,1.0,20.0,34.712768805,0.0100107836924958,775,289408562544,Nguyễn Xuân Linh,673118
0,14100,98856.0,143292.0,HomeImp,ProfExe,13.0,0.0,0.0,105.77172611,4.0,21.0,37.458280401,0.12422242960422,679,635156082810,Đặng Xuân Anh,069126
1,12000,42000.0,58000.0,DebtCon,Other,5.0,0.0,1.0,113.63333333,1.0,18.0,,0.2454954577497019,649,298642894227,Hoàng Thùy Sơn,750834
0,33700,142468.0,195770.0,DebtCon,ProfExe,22.0,0.0,0.0,200.8607367,1.0,22.0,36.505271144,0.0067555721906521,789,163493026614,Bùi Hải Dũng,873317
1,33100,111917.0,156552.0,DebtCon,Mgr,12.0,0.0,0.0,107.2948996,2.0,37.0,41.441548663,0.6355894589204594,589,957806359876,Lê Minh Hà,071527
0,12900,90646.0,100744.0,HomeImp,Other,19.0,0.0,0.0,141.20846058,3.0,23.0,31.526379711,0.0053555440938367,797,468651313284,Hoàng Thu Anh,298185
0,6000,43000.0,57460.0,HomeImp,Other,1.6,1.0,,101.5,,13.0,,0.2916325165763941,641,27196837870,Hoàng Văn Tú,826591
1,23000,47000.0,78000.0,DebtCon,Other,17.8,2.0,1.0,100.46666667,0.0,28.0,,0.2926666666666667,641,791934882187,Nguyễn Thị Quyên,984454
1,24700,79347.0,108238.0,DebtCon,Other,0.0,1.0,0.0,45.62588779,6.0,49.0,46.996034289,0.8857142857142857,535,294870051609,Đặng Thu Hà,305804
0,17000,97517.0,141718.0,DebtCon,Office,2.0,,,128.41759793,3.0,15.0,31.166029443,0.0111320740353412,771,616662985892,Trần Thu Cường,764766
0,26000,81764.0,118388.0,DebtCon,ProfExe,9.0,0.0,0.0,130.19241813,0.0,18.0,28.154134662,0.0014256098261983,845,708862062610,Hoàng Văn Phương,128029
0,8200,48515.0,59240.0,DebtCon,Other,17.0,0.0,4.0,214.14450966,0.0,36.0,27.459144234,0.0122441745576949,767,897239108132,Vũ Hải Mai,189277
0,25000,135501.0,184613.0,DebtCon,Mgr,0.0,,,119.53052541,,39.0,30.65881623,0.0064482736566107,791,981084073721,Vũ Văn Hà,927658
0,20100,,22971.0,DebtCon,ProfExe,5.0,0.0,0.0,102.72665449,1.0,18.0,18.507802639,0.0227144905383968,745,413918060723,Bùi Hồng Cường,115099
0,18300,93728.0,153093.0,HomeImp,ProfExe,5.0,0.0,0.0,109.33710593,0.0,16.0,36.213987487,0.0154670923092897,759,806886741576,Lê Thu Quyên,047564
0,17000,70039.0,100993.0,HomeImp,ProfExe,7.0,0.0,0.0,261.91131698,1.0,11.0,36.56433032,0.0081693835315314,782,341386936292,Hoàng Xuân Hùng,887295
0,11100,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.492116658,0.0,4.0,34.050949362,0.092408462096285,691,627822509902,Trần Thùy Mai,184375
0,6500,,37448.0,HomeImp,Other,,,,333.23089989,,11.0,29.011980578,0.0092891129776515,777,158494778426,Huỳnh Thị Cường,753764
0,21600,30022.0,51337.0,DebtCon,Other,0.0,,,312.19978392,,25.0,35.379681226,0.0179879765474152,753,581009239682,Vũ Văn Sơn,786990
1,3000,7000.0,20300.0,HomeImp,Other,3.0,0.0,0.0,50.8,5.0,9.0,,0.8571428571428571,544,380951932621,Đặng Thùy Bình,751911
0,20400,38267.0,68684.0,DebtCon,Office,12.0,0.0,1.0,121.45336289,0.0,22.0,42.206433219,0.0270063552762684,738,759862680033,Phạm Hồng Lan,812186
1,41300,42000.0,98000.0,DebtCon,ProfExe,12.0,0.0,0.0,222.2,0.0,23.0,,0.0139275420846843,763,469313912066,Phạm Thùy Vân,821170
1,21700,24984.0,92297.0,DebtCon,Other,26.0,0.0,6.0,238.36963726,1.0,20.0,16.397160872,0.8225892857142857,554,720070104583,Lê Thùy Sơn,710271
1,15300,78375.0,108175.0,HomeImp,Other,6.0,1.0,0.0,82.104836481,0.0,20.0,22.50324916,0.667399537520473,584,21037687131,Phan Thùy Vân,348822
0,23100,109498.0,156191.0,DebtCon,Mgr,15.0,0.0,0.0,186.20199627,0.0,25.0,33.794211606,0.0015669616357633,842,158519347583,Nguyễn Quốc Anh,156501
0,19000,22236.0,169461.0,HomeImp,Self,7.0,0.0,0.0,296.08019369,0.0,27.0,27.640018057,0.00079502536921,850,146351707181,Lê Thùy Hùng,823619
0,15100,45579.0,54065.0,DebtCon,Other,,0.0,0.0,79.757390313,0.0,15.0,41.447331871,0.0762277347250047,699,511598086770,Hoàng Đức Vân,503899
0,16000,71670.0,84124.0,DebtCon,Other,10.0,0.0,0.0,81.596128837,3.0,12.0,32.948898967,0.0091347893359623,778,375821249956,Phạm Đức Dũng,381198
0,26400,196412.0,250164.0,DebtCon,Other,9.0,0.0,0.0,97.278349271,1.0,26.0,42.334245998,0.0080853526860812,782,706399006143,Bùi Quốc Quyên,167008
0,13200,69697.0,91722.0,HomeImp,Office,24.0,1.0,0.0,183.52372929,1.0,14.0,39.752171789,0.1517397995333758,671,194180103653,Hoàng Thu Dũng,232508
0,13000,78766.0,106450.0,HomeImp,ProfExe,6.0,0.0,0.0,107.95131167,0.0,26.0,24.870993882,0.006557881156781,790,864803910601,Lê Quốc Quyên,487020
0,21500,110712.0,178045.0,DebtCon,Office,6.0,0.0,0.0,212.60407973,4.0,24.0,43.310856295,0.0094988980800798,777,963055812152,Phạm Minh Linh,485749
0,27100,140305.0,237302.0,HomeImp,ProfExe,27.0,0.0,0.0,349.51426763,2.0,18.0,37.420847161,0.0415223167493295,722,31677258680,Huỳnh Đức Hùng,507682
0,12800,68729.0,90127.0,HomeImp,Office,23.0,0.0,0.0,163.98927891,1.0,14.0,39.424487787,0.0077181775904166,784,692046676320,Bùi Văn Dũng,065946
1,10000,22000.0,41250.0,HomeImp,Mgr,5.0,0.0,0.0,97.966666667,0.0,21.0,,0.3430522138680438,632,832723118798,Nguyễn Đức Lan,185018
0,11700,52650.0,63646.0,DebtCon,Other,0.0,1.0,0.0,194.76099992,1.0,13.0,27.610844064,0.0092682529531545,777,581696061464,Lê Thu Vân,190943
0,11400,64934.0,74875.0,DebtCon,Other,3.0,0.0,0.0,192.31448267,2.0,16.0,34.343755724,0.0037346325097881,810,657331180955,Hoàng Đức Vân,862971
0,79200,21694.0,103143.0,HomeImp,,26.0,0.0,1.0,139.93899893,0.0,14.0,31.333684784,0.0030566556254374,818,902826891071,Trần Hải Cường,476644
0,20200,45088.0,65211.0,DebtCon,Office,10.0,0.0,2.0,118.56966954,1.0,22.0,43.454512149,0.0471065159009287,717,840849737209,Hoàng Thị Lan,430995
1,15400,180017.0,206148.0,DebtCon,Mgr,2.0,0.0,2.0,196.03365793,1.0,49.0,36.417342576,0.4104307868131397,622,718427639684,Vũ Hồng Bình,039002
0,11300,74783.0,100909.0,HomeImp,ProfExe,5.0,0.0,0.0,85.664833722,0.0,34.0,35.947854706,0.028213401612569,737,588489268717,Hoàng Văn Anh,869306
1,20000,27900.0,,HomeImp,Mgr,21.0,,,,,,,0.1132602542431717,683,107805143242,Hoàng Thị Hà,201690
1,15000,73500.0,105000.0,DebtCon,Other,1.0,0.0,2.0,205.93333333,2.0,25.0,,0.4411087423435268,617,601648748206,Lê Hải Bình,746354
0,8400,30146.0,39326.0,HomeImp,ProfExe,11.0,0.0,0.0,183.09274953,0.0,12.0,23.097201883,0.0328299992156523,731,706988615447,Trần Hải Linh,243472
1,1300,70053.0,68400.0,HomeImp,Other,7.0,0.0,2.0,121.83333333,0.0,14.0,,0.6430714285714285,588,786468638836,Đặng Thị Thảo,792103
1,10000,,79500.0,DebtCon,ProfExe,19.0,0.0,0.0,285.1,2.0,7.0,,0.1117125512708412,684,771259919857,Phạm Xuân Sơn,372081
1,18600,51936.0,75278.0,DebtCon,ProfExe,3.0,0.0,0.0,199.80175424,0.0,21.0,36.995645842,0.5073259495041271,608,514320388572,Bùi Văn Linh,636579
0,12500,10035.0,61897.0,HomeImp,Other,6.0,1.0,1.0,368.73779632,0.0,21.0,14.733594833,0.1200928771365612,681,868001684311,Nguyễn Văn Anh,738265
0,5100,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.95825512,1.0,28.0,26.257970132,0.0255322315436658,740,15955805929,Phạm Đức Thảo,417691
0,38900,200731.0,269450.0,DebtCon,ProfExe,3.0,0.0,0.0,237.34429659,0.0,32.0,29.294487897,0.0134558814606415,764,448788902388,Vũ Hồng Vân,263055
0,27300,66878.0,93656.0,DebtCon,Office,11.0,0.0,0.0,153.79590463,0.0,20.0,39.085006344,0.0169600429735265,755,362261407406,Phạm Đức Bình,239697
1,7300,28500.0,42050.0,HomeImp,Other,3.0,,,,,,,0.4870930330158569,611,57362453823,Hoàng Hải Lan,018747
0,28300,68959.0,102048.0,DebtCon,ProfExe,12.0,0.0,0.0,278.71470424,1.0,32.0,39.932750126,0.0080119767765717,783,114198702528,Bùi Hải Mai,018059
0,14300,93989.0,117410.0,DebtCon,Office,10.0,0.0,0.0,220.89922098,0.0,12.0,39.877500773,0.0024575548147408,826,913807986520,Phan Đức Phương,304665
0,27600,112753.0,155166.0,DebtCon,ProfExe,6.0,0.0,0.0,124.9909552,3.0,26.0,32.088681352,0.0196615235313272,750,523122191507,Hoàng Hồng Dũng,881078
0,8800,,32221.0,DebtCon,Other,0.0,0.0,0.0,276.84193488,0.0,14.0,24.198678371,0.0545884768640526,712,781020766547,Phạm Thị Sơn,962570
1,20000,60336.0,132430.0,DebtCon,Other,25.0,1.0,0.0,258.66666667,1.0,21.0,,0.207091780616876,657,762460430095,Đặng Hồng Sơn,052051
0,89900,48811.0,88934.0,DebtCon,Other,15.0,0.0,0.0,219.60100218,0.0,16.0,34.571519125,0.0182904045038905,753,862068164797,Hoàng Đức Phương,458407
0,24000,239568.0,266430.0,HomeImp,Self,7.0,0.0,0.0,243.73241747,3.0,50.0,35.871958946,0.0094866712055284,777,311680154430,Bùi Hải Bình,093661
0,21400,41671.0,103427.0,HomeImp,Other,6.0,0.0,0.0,122.15334415,0.0,15.0,31.614679534,0.0066840703947937,789,477896197070,Huỳnh Quốc Tú,519198
0,24700,55435.0,89663.0,DebtCon,Mgr,7.0,0.0,0.0,252.62206943,2.0,26.0,34.741847932,0.0256651262615426,740,338777525966,Đặng Thùy Tú,455863
1,27000,79218.0,115721.0,DebtCon,Other,9.0,0.0,0.0,280.3437201,0.0,35.0,33.227763077,0.0708156189625299,702,200757322133,Phan Quốc Vân,009101
0,8800,101717.0,122299.0,HomeImp,Other,11.0,,,402.74048173,1.0,49.0,38.421427581,0.0020065501994968,833,564171949807,Hoàng Văn Hà,358614
0,13700,96225.0,112676.0,HomeImp,Office,2.0,0.0,0.0,144.53360587,1.0,22.0,38.781048258,0.005557010700831,796,747082516344,Phan Văn Thảo,860039
1,25700,32613.0,63065.0,DebtCon,Other,0.0,0.0,0.0,218.48527507,0.0,22.0,41.210107042,0.6086064217883159,593,81985426566,Hoàng Đức Dũng,239348
0,13200,155478.0,183646.0,HomeImp,Office,5.0,0.0,0.0,196.24137089,1.0,55.0,35.602875363,0.0028798520087717,820,316788067981,Phan Hồng Bình,912434
0,21600,152639.0,195661.0,DebtCon,ProfExe,14.0,,,127.7781102,0.0,24.0,29.153071493,0.0036885969051171,811,549856905250,Đặng Văn Dũng,916242
0,11000,15129.0,29375.0,DebtCon,Office,6.0,0.0,1.0,102.43333333,0.0,17.0,,0.0955021744768288,690,858500709480,Vũ Quốc Vân,362228
0,16100,26276.0,168105.0,HomeImp,Self,7.0,0.0,0.0,336.19846451,0.0,26.0,25.991819945,0.0135746233216969,763,222412329665,Vũ Thị Phương,546151
0,7200,,74610.0,HomeImp,Office,1.0,0.0,0.0,40.182134821,0.0,3.0,37.941253769,0.047654545341694,717,379675438513,Đặng Minh Cường,293928
0,18600,48711.0,69611.0,HomeImp,Office,2.0,0.0,0.0,130.25313366,0.0,17.0,33.691188019,0.0066773782174465,789,616810086188,Trần Hải Sơn,487431
0,30300,109859.0,153240.0,DebtCon,ProfExe,10.0,0.0,0.0,172.68797976,0.0,17.0,34.549496477,0.0111000987029466,771,73485735529,Hoàng Thị Hà,037343
0,20700,107766.0,146937.0,DebtCon,Office,12.0,0.0,2.0,223.13789747,0.0,24.0,42.547274756,0.0133845480566679,764,176275028922,Trần Quốc Linh,714403
0,21500,107799.0,160526.0,DebtCon,Mgr,16.0,0.0,0.0,195.48568002,0.0,25.0,32.378768136,0.0012519320402942,850,397248081742,Trần Thu Vân,884764
0,22000,61042.0,96622.0,HomeImp,ProfExe,17.0,0.0,0.0,638.27536109,1.0,23.0,21.457349807,0.0009612363999439,850,516970819069,Vũ Thu Hùng,884761
0,14300,45615.0,80818.0,DebtCon,Mgr,4.0,0.0,0.0,115.13688503,0.0,9.0,28.738343193,0.0061276548996615,792,817161926962,Đặng Minh Linh,061448
0,43200,15635.0,60925.0,DebtCon,Other,19.0,0.0,0.0,212.11528008,0.0,30.0,40.460675816,0.0050781036325275,799,398464583768,Trần Văn Linh,105456
0,32100,127901.0,176592.0,DebtCon,Mgr,12.0,0.0,0.0,186.6022388,2.0,27.0,40.959377082,0.0039609601043776,808,892452847552,Trần Thị Thảo,996932
0,12300,114457.0,144284.0,DebtCon,ProfExe,1.0,0.0,0.0,252.6592531,0.0,45.0,32.497145096,0.0099118393311765,775,221073711094,Phạm Hải Mai,736466
1,23200,129355.0,171709.0,DebtCon,ProfExe,0.0,0.0,0.0,328.51412138,0.0,30.0,40.048440044,0.5841626839831173,597,944076934559,Hoàng Hải Vân,710422
0,16200,22956.0,44866.0,DebtCon,Mgr,16.0,0.0,0.0,114.75901917,1.0,17.0,24.090882167,0.0052434506703565,798,794508284411,Phan Minh Hùng,607082
0,14200,,31671.0,DebtCon,Other,13.0,,,82.99126514,2.0,8.0,33.215104024,0.006304054008842,791,241407166847,Đặng Xuân Tú,763879
1,28000,28042.0,63500.0,DebtCon,ProfExe,14.0,2.0,4.0,121.73333333,4.0,28.0,,0.6943233082706767,579,568280271253,Nguyễn Hồng Dũng,025508
1,17000,,,HomeImp,,1.0,0.0,0.0,111.23501181,0.0,21.0,31.362872385,0.4765777446141492,612,554668876691,Hoàng Minh Vân,110632
0,16500,126872.0,167611.0,DebtCon,Office,5.0,0.0,0.0,136.12243475,1.0,21.0,26.404528407,0.007522384762003,785,964796851021,Hoàng Hải Cường,874323
1,19200,62334.0,91300.0,DebtCon,Mgr,8.0,0.0,1.0,92.333333333,4.0,13.0,,0.3289853070981705,635,624449497429,Lê Đức Mai,489925
0,9100,62976.0,77829.0,HomeImp,Mgr,0.0,0.0,2.0,131.19349603,0.0,23.0,26.090418913,0.0319874939874939,732,366820713164,Huỳnh Hải Quyên,966011
0,33200,23858.0,40268.0,DebtCon,Other,0.0,0.0,0.0,56.603895448,0.0,7.0,16.695828595,0.0048542891201276,801,573303126771,Trần Đức Hùng,566734
0,24300,236390.0,262210.0,HomeImp,Self,6.0,0.0,0.0,243.07790007,2.0,50.0,36.906664969,0.008840191041603,779,676831555110,Vũ Thùy Lan,462255
0,26100,150464.0,203202.0,HomeImp,Other,10.0,0.0,0.0,248.48194525,1.0,33.0,43.112190673,0.0059496288443527,794,663783217616,Đặng Thu Bình,808661
0,16200,49780.0,109050.0,HomeImp,Office,2.0,,2.0,128.28852927,0.0,23.0,39.57681143,0.0110234344342202,771,87385980434,Bùi Văn Quyên,714335
0,10100,73174.0,91101.0,DebtCon,Office,14.0,0.0,0.0,77.117090664,0.0,8.0,25.042596687,0.0102521333426325,774,340015778231,Nguyễn Văn Bình,853386
0,26400,59288.0,87753.0,DebtCon,Other,8.0,1.0,1.0,145.88249239,3.0,29.0,38.972486705,0.0809061336804801,697,758654821428,Bùi Thị Dũng,701208
0,8700,54283.0,58563.0,DebtCon,Office,3.0,0.0,1.0,91.446465165,3.0,11.0,38.590366936,0.0579869359772578,709,822678966274,Phan Hồng Sơn,473539
1,6500,65000.0,80400.0,DebtCon,Other,15.0,0.0,0.0,224.86666667,0.0,13.0,,0.1318222002813366,677,335002724498,Lê Minh Anh,143799
